id,text,label
3.92141E+15,#快讯#【东航一航班因故障备降马来西亚 已调派航班接旅客回程】12月18日凌晨，东航一航班起飞一个半小时后，飞机突发故障，安全备降马来西亚沙巴(亚庇)机场。东航另调派航班接旅客回程。该航班为巴厘岛至北京MU782。工作人员介绍，东航已另外调派飞机前往马来西亚接旅客回程。,0
3.9161E+15,【致敬！永远的经典】86版《西游记》拍摄全过程，老一辈艺术家的良心让人动容。这才是表演艺术家，向他们致敬，只是这样的演员越来越少。这么艰辛的条件下，拍得这么好，佩服，也心酸！by网络,0
3.80084E+15,妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，刚看了新闻：旺仔牛奶、可口可乐、爽歪歪。娃哈哈AD钙奶、多美滋、雅培、、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回，希望有儿女的爸爸妈妈相互转告。 2无锡市无锡市,1
3.9217E+15,【7旬老人摆摊卖菜 因少交“管理费”被连捅3刀】昨日，武汉长山市场门口，有目击者称，两男子找一位卖菜老人收费，嫌少要求多要。遭拒后，便将老人打到，抽出刀捅了老人三刀。老人被送往医院后，两位不明身份男子到医院，自称已垫付医药费，对其它事情闪烁其词。O武昌一爹爹摆摊卖菜 因少交2元“管理费”被连捅三刀,0
3.93014E+15,【26岁女孩注玻尿酸致左眼失明】近日，辽宁大连26岁女孩李雪，让开微整形店的朋友给自己注射玻尿酸，因填充物渗入血液循环致视网膜动脉阻塞，瞬间左眼失明，经诊断复明可能性很小。近年此类案例时有发生，提醒：注射美容属医疗美容，请到正规医院！（半岛晨报）O一针玻尿酸下去26岁女孩左眼失明,0
3.88517E+15,紧急通知：&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;妇幼保健院通知、：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。亲都行动起来转一下。 2聊城·中级法院,1
3.91778E+15,【滴滴北京总部遭大量出租车围堵】今日，滴滴出行北京总部遭到大量出租车围堵“抗议”，周围停有多辆警车。出租车司机们此前曾多次向媒体表示，滴滴等打车软件以“专车”等形式鼓励私家车进行营运，破坏了市场秩序，损害出租车司机的利益。截止目前，滴滴方面对此事件不予置评。O网页链接,0
3.91338E+15,【北京市委全会决议首提严控人口规模:不超2300万】昨天，北京市委书记郭金龙强调：北京发展最突出的问题是人多。人口无序过快增长，是北京大城市病重要原因，严重影响首都核心功能的发挥。北京提出了人口2300万的“天花板”，2014年北京常住人口2151.6万，目前人口规模仍在增长。O北京市委全会首提严控人口规模：不超2300万,0
3.91936E+15,【91岁拾荒老太因丈夫去世成“黑户” 】西安户县这位91岁的老人姓夏，1985年改嫁到户县，没有子女。改嫁后，她一直希望能落户，可解决过程中，老伴去世，当地将她的户口销了，成了“黑户”。居委会帮她办理每月480元的低保，并称会继续帮助协调办理户口。By华商报O91岁拾荒老太丈夫去世时户口被注销成黑户,0
3.91206E+15,【】他，是世界上最牛的老师。,0
3.8584E+15,110已证实不是假的！大家注意最近有1000多外地人 专偷小孩抢小孩的已解剖7个拿走器官今天学校也给家长开会呢说凡是街上转悠，跟到家门口楼下就走了面包车收粮食的车收旧家电的人带黑口罩穿黑裤子有问路的千万别停下不要理会，收到的都传下，这是事实！让更多的人知道，转一次可能就拯救了一个孩子！！,1
3.59083E+15,"大家買牙膏請留心,買牙膏時注意牙膏管反面底部的顏色條,今天才知道， 原來顏色條有含意啊！ 盡量選擇綠色和藍色，共分4種 : 綠色 : 純天然； 藍色 : 天然+藥物； 紅色 : 天然+化學成份； 黑色 : 純化學。 *國内的兒童牙膏居然大多是純化學的，太恐佈!",1
3.91527E+15,#北京重污染 #【雾霾，还我北京！】京华时报记者张斌 谭青,0
3.88043E+15,《神州不高兴》作者之一，此书掀起了狂热的反美民族主义情绪!宋晓军在赚了一大笔神州愤青的钱之后，赶紧办理了美国绿卡。 *注：美国除了政治移民(要受迫害)，就是经济移民(要出大钱啊)，宋老师是走了后者路，他出了畅销书有了大钱，才成全了移民美国梦的! 而多亏出了反美书，才赚到了奔美的钱莫大讽刺,1
3.49573E+15,【静安，再见……】【全文】O网页链接,1
3.87643E+15,【天津港特别重大火灾爆炸事故已致112人遇难】截止到今天上午9点，已有112人遇难，失踪人员95人，其中消防官兵85人。失踪人员包括现役13人，天津港消防员72人，其他10人。O网页链接,0
3.9275E+15,【4名小学生铁轨上放石子逼停两列动车 火车车窗被击碎】1月2日上午，襄阳4名小学生钻入铁道线，将碎石放置铁轨上，致武昌开往襄阳的两列动车被迫紧急停车，其中一车车窗被弹起的碎石击中出现裂纹。4名小学生被民警查获，受到询问和批评教育，其监护人将进行经济赔偿。O快讯|“熊孩子”铁轨上放石子好玩 逼停两列动车 - 湖北 -,0
3.56914E+15,谁的群最多，帮忙转发一下，一位叫徐敬的女孩，21岁，请速回雅安水城县人民医院，妈妈伤的很严重，想见她最后一面，爸爸号码：15193383486，爱心接力，好人有好报！,1
3.8752E+15,,1
3.82943E+15,帮忙转发十万火急，朋友的孩子在河东万达广场走失，联系电话：18852405370拜托转发，谢谢。这是事实，我老姨朋友的孩子，大家麻烦给转转。,1
3.79869E+15,妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，刚看了新闻：可口可乐、爽歪歪、娃哈哈AD钙奶、多美滋、雅培、、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回，希望有儿女的爸爸妈妈相互转告！,1
3.91958E+15,【80个赤裸裸的常识~】你可能一个都不知道。都是居家必备的常识，赶紧收藏起来吧~by网络,0
3.45353E+15,【袖珍小猴走红网络，高智慧宠物“不好养”】昨天，一只宠物猴的照片风靡网络。据了解，这种猴名为“石猴”宠物猴，必须在合法商贩处购买。但石猴并不易养，有网友表示：石猴性格太过活泼，“很皮，模仿力很高，有的时候会自己打开煤气阀门，拿着打火机玩，很危险！” 敬请关注@全球震惊百分百,1
3.85004E+15,#大连高考# 望大连小伙伴帮转发朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。@半岛晨报 2黑石礁,1
3.83917E+15,!妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！&nbsp;&nbsp;&nbsp;没有孩子的也请友情转转！,1
3.91452E+15,【职场中最常用的20个PPT小技巧】转给身边需要的朋友们！@实用小百科,0
3.9185E+15,【23岁四川美女模特温州失联 警方确认已死亡，系他杀】9日下午，温州失踪多日的美女模特李璐已被找到。警方确认，李璐已死亡，初步确定为他杀，犯罪嫌疑人被抓获。李璐今年23岁，四川人，去年刚从温州大学毕业。她身高一米七以上，不仅做平面模特，也做车模和走秀。,0
3.86705E+15,#土摩托看世界#【披头士被骗记】“大师”王林终于出事了，原因居然不是诈骗，而是杀人。其实王林最大的问题是诈骗，而他之所以如此轻易地获得成功，主要原因就在于有一帮文艺商政界的明星和官员给他站台。像这样的案例历史上发生过很多次，就连大名鼎鼎的披头士队也没能幸免。,0
3.85287E+15,【拍牌系统本月升级 6月14日举行模拟拍卖会】本月上海私车额度拍卖系统将迎来重大升级，为让竞买人尽早适应新系统的拍卖操作，得到真实的体验，6月14日国拍行将举行模拟拍卖会，所有持有当月标书的竞拍者均可参加，本次模拟拍卖不收取任何费用，当然，拍中了也不算哦。,0
3.83095E+15,妇幼保健院提示您：请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，刚看了新闻：旺仔牛奶。、可口可乐、爽歪歪。娃哈哈AD钙奶、多美滋、雅培、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回中。,1
3.92388E+15,#2015国民表达#【创业者们爱说什么】 “用户”、“投资人”、“上市”、“融资”……创业不仅是商业行为，也是一套时髦的、自成一派的、广泛应用的话语体系。创业有多热？我们可以从百度输入法热度榜瞥见端倪。→O2015国民表达｜创业者们爱说什么,0
3.65365E+15,亲们[愉快]特大好消息！卖狗肉违法了！！国家食品药品监督局11月1日开始集中受理狗肉馆举报，举报电话：12331 ．大家扩散出去啊！爱狗狗爱动物！养狗的爱狗的请果断转发。[胜利][胜利][胜利] 我在:2香港油尖旺区,1
3.47643E+15,逻辑严密，措辞严谨，鄙视嘴炮，抽打用iphone4骗粉的奸商，用正能量安抚同学们被骗受伤的心灵。假如本届伦敦奥运会结束时，只要中国代表队还能在金牌榜上排前二，参与转发本微博并关注@浩将内衣 的亲们，每一人都将被送一条独立袋装正品CBA运动型内裤，原价48元。,1
3.84378E+15,家长们注意啦：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。家长的选择很重要。 2宣城·中锐第一城,1
3.90685E+15,【南京美龄宫的“最美项链”】 O网页链接,0
3.91854E+15,【阿根廷结束“女人当政”时代】当地时间9日，阿根廷总统克里斯蒂娜在布宜诺斯艾利斯举行她任内最后一次演讲。当天是她任期最后一天，接任者将是中右派的马克里。克里斯蒂娜在演讲中呼吁民众：若对新总统不满就走上街头。克里斯蒂娜的前任是丈夫基什内尔。2007年她竞选总统成功妻承夫业执政至今。新浪,0
3.91991E+15,【急转！最近收到20元，仔细检查！（附最全识假币攻略）】近日，重庆、河北等接连发现20元假币，假币被做旧模仿真钞！戳图，让你迅速识别1元、10元、20元、50元、100元所有假币，扩散！一起传递！（央视新闻）,0
3.53163E+15,四川藏区需要4一10岁小孩的衣服和鞋子，新旧不限，洗干净就可以。地址：四川省甘孜藏族石渠县西区长沙贡马乡小学， 邮编：627350 校长：达洼15884044467 如果没有合适的衣服可以邮寄的，帮忙转一下贴也好，也许您的一下简单复制，就能给孩子们一个幸福的明天 ！（帮转）@Evan--歪,1
3.7691E+15,注意埃博拉来了：昨天在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先，切记。此次埃博拉极可能发展为比SARS更可怕的瘟疫。请大家注意防控！,1
3.87026E+15,【“维基解密”创始人阿桑奇有什么新动向？】“人们总是说，岁数大了，人就会变得温和。我今年44岁了，但我丝毫不觉得自己会退缩。我会一直激进。”O“维基解密”创始人阿桑奇有什么新动向？,0
3.76787E+15,大家注意不要再吃街边摊了！埃博拉病毒都已经进中国了！好吧照片跟这个没有什么关系…想你们了,1
3.5347E+15,【云南母猪生下8个小孩 怪事年年有今年特别多】昨天凌晨12点，云南省昆明市宜良县的一个小山村发生一件怪事，一只母猪居然生下8个男婴儿。在场所有人都不敢相信自己的眼睛！各国专家都赶到现场后都无法解释这一，奇特迹象！这将成为世界历史上的未解之迷！,1
3.91684E+15,#晚安#祝你早日攒够失望，然后，开始新的生活。,0
3.91664E+15,#童书#【那些又好玩又忧伤的友谊变奏曲】“有些东西，不知怎么就丢失了。这好像是我的故事里最经常出现的一个主题。”“我喜欢我的故事好玩，又有一点忧伤。我不喜欢那种大笑，我的幽默感藏在故事里面，不那么明显，你得自己去找。”→O童书｜那些又好玩又忧伤的友谊变奏曲,0
3.91388E+15,#京城事#【帮寻老人回家】昨天上午9点，75岁老人郝维明在昌平区水屯公交车站走失。上身穿灰黑色羽绒服，下身深色裤子，脚穿布鞋，患有老年痴呆症、知道自己名字并能认字识字，讲普通话。最近天气寒冷，老人走失后家人分外着急，有线索的好心人请联系家属13693679132。随手转发，让爱回家。京华记者樊瑞,0
3.84287E+15,现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！&nbsp;&nbsp;&nbsp;没有孩子的也请友情转转！！,1
3.92337E+15,这大半夜的……。再和各位说个晚安,0
3.85004E+15,“lllll现在得白血病的小孩越来越多，妇幼保健院提示您，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。&nbsp;&nbsp;”llll很多网都在转，还专门有网友做测试，貌似很真，很想知道答案 O《是真的吗》有奖征集选题,1
3.48902E+15,[活跃鱼千万别买]早上陪妈咪去买鱼，结果看到惊人一幕，摊贩往水盆内加入一种白色粉未，迅速用手搅拌，一会功夫白色粉未溶解，将半死不活的鱼虾倒入其中，一会儿就活蹦乱跳开，仿佛刚从河中捕回来的。这是一种能够致癌的催化剂，俗称鱼浮灵，也对智力有影响。相互转告一下，让更多的人都知道！！！,1
3.91897E+15,【每天坐7小时以上易早亡 去健身房也没用】悉尼大学一通过大规模调研，在可导致早亡的不良生活习惯：过量饮酒、不良饮食习惯、缺乏运动和吸烟基础上又增加了两项——久坐和睡眠时间过长或过短。更严峻的是，即便久坐后到健身房锻炼也无法抵消损伤。网友：吓坏宝宝了，赶紧起来走两步…,0
3.90464E+15,看看这些伤心病狂的拆迁，动用黑社会把一家七口全杀了，据说安徵太和县当地政府封锁了此消息。反抗反抗反抗.._...杀杀杀杀了这些狗娘养的。,1
3.9275E+15,【熊孩子铁轨放石子致动车受损 监护人将进行经济赔偿】就为了看看碎石被火车碾压后的样子，4名小学生竟通过铁路防护网排水沟钻入铁道线，将碎石放置在铁轨上，导致两列动车被迫紧急停车。其中一列动车车窗玻璃被弹起的碎石击中出现裂纹。他们的监护人将进行经济赔偿。详情：O熊孩子铁轨放石子 给家庭带来赔偿损失,0
3.45647E+15,原来是真事啊 ！！！新闻都报道了！！】4岁成都男孩划伤宝马，宝马车主打了小孩儿一耳光，奶奶叫来6辆奔驰砸毁宝马！！！然后爸爸来了把车买下，并且砸烂。&nbsp;&nbsp;&nbsp;&nbsp;O网页链接&nbsp;&nbsp;【更多精彩尽在@全球最搞排行榜】,1
3.92463E+15,【哈尔滨“1?2”重大火灾事故56人受处理】近日，哈尔滨市“1?2”重大火灾事故调查组公布，今年1月2日于道外区太古不夜城发生的火灾事故属重大火灾责任事故，56名事故责任人受到处理。“1?2”事故致消防员赵子龙、傅仁超、张晓凯、侯宝森、杨小伟牺牲。怀念5位英雄，转发祭奠！O哈尔滨市“1·2”重大火灾事故56人受到处理,0
3.91824E+15,【“爱我，请别伤害我” 你愿意为它们转发呼吁吗？】游隼被剪去飞羽，苍鹭被弹弓射断翅膀……近日云南野生动物园动物救助猕猴、骨顶鸡和苍鹭等5只二级野生动物，它们不同程度受伤，均人为所致。经看护治疗，目前已陆续康复。保护生灵，从我做起，不乱捕滥食野生动物！转发承诺！(央视记者陈政),0
3.89743E+15,妇幼保健院通知：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。（国际妇保办宣） 2广州·大龙街区,1
3.56371E+15,"中国著名表演艺术家、中国一级演员 赵本山 于2013年4月3日晚23时在北京协和医院突发心肌梗塞，抢救不及时身亡，享年64岁.赵老师一生演绎了无数小品、影视作品。曾连续22年登上“央视春晚”连续15年获“春晚小品王”称号，希望您看到这条微博时，能动手转一下,一起祝 本山大叔 一路走好，在天堂能够幸福",1
3.9214E+15,【清华实验室发生火灾爆炸 一博士后死亡】12月18日上午10:10左右，清华大学化学系二楼一实验室发生火灾事故，消防车及救护车紧急赶到现场进行处置。现明火已扑灭，现场发现一博士后实验人员死亡。火灾事故原因正在调查中。O清华实验室发生火灾爆炸致1死,0
3.61517E+15,又一遊客死於泰國異鄉... 一位中國遊客在泰國旅遊的時候，吃了很多榴蓮..之後又喝了可樂，致咖啡因中毒血壓飊升，结果引發心臟病猝死，年齡28歲。 食用大量榴蓮後，8小時之内是不能飲可樂的！ 愛吃榴蓮..的朋友很多，就算你已知道的都轉發一下，讓所有人都知道吧！ 我在这里:2鈴木咖啡館(厚福樓東南),1
3.90282E+15,开车挖鼻的注意了哈！,1
3.92315E+15,【筷子插眼不治 1岁半#男童捐器官救5人#】1个月前，1岁7个月的箫箫拿着一只筷子边跑边玩，摔倒后筷子插进右眼。数家医院的治疗也没能留住这个小生命。父母决定捐出儿子一双角膜、肝脏和肾脏，至少可以救治5位患者。（华西都市报）O19个月大宝宝被筷子插眼 去世后捐献器官救5人 “凶器”黑名单↓↓ 愿悲剧不再发生！,0
3.91986E+15,【男子与8000美元娃娃恋爱】买家June Korea与从日本购买的仿真娃娃开始了“真正的”恋爱。两人在一起同居，娃娃每天“等”他回家，他们会去公园野餐、拍照，还会吵架冷战。即使路人总是投以奇怪的眼神，他们的“爱”仍坚定不移。O网易新闻 | 图集,0
3.92761E+15,【扩散：这些都是谣言，千万别信！】日常生活中，许多“不靠谱”的说法四处流行， “吃完榴莲喝牛奶毒赛眼镜蛇？”、“吃鸭脖会感染细菌病毒？”、“眼药水开封后细菌大量滋生？”、“多喝骨头汤，能补钙？”…点图看朋友最爱分享的谣言，你上过当吗？转起辟谣！（央视新闻）,0
3.81896E+15,,1
3.53116E+15,《焦点访谈》已经播出，可口可乐承认旗下(果粒橙)含有美国禁用农药「多菌灵」，多菌灵可致脑麻痺、肝脏腫瘤等癌症。包括香港正在销售的（果粒橙），香港食环署正在了解此事件。 专家指出，（多菌灵）跟其他农药一样，对脑部影响最大，可引致局部麻痹，并会导致癌症O网页链接 ...,1
3.91234E+15,庞大而繁复，壮观又有条不紊，一组让强迫症患者和处女座上瘾的图片。图 | Jim Golden,0
3.91679E+15,【一起为这些被拐卖的孩子转发！寻亲！】这些孩子都是警方在打拐行动中，解救的被拐儿童！至今还未寻到父母！有的已经被解救8年，他们的父母是不是还在焦急地寻找又快过年了，此刻，一起传递，帮这些被拐孩子回家吧！（央视新闻）,0
3.46796E+15,"我在这里: #上海市,黄浦区,徽宁路#&nbsp;&nbsp;海潮路国货路口&nbsp;&nbsp;煤气罐爆炸！2012真正开始到来了 O网页链接",1
3.92261E+15,【什么叫工作到位？这八张图深刻告诉你】年底了，领导说你工作没到位？没关系，看完以下八张图工作立马到位！@人民日报,0
3.91557E+15,【“到此一游”刻到飞机舷窗上】昨天，网友@Jeffwell 曝光，在上海飞沈阳一航班上，舷窗上发现刻字。三个舷窗上都有，中英俄三种语言。飞行员表示，起降时都会要求将遮阳板打开，如果刻画严重会影响视线。律师称，破坏交通工具将被罚款甚至行政拘留，如果危害航空安全将承担刑责。O奇葩| 有人竟在飞机上刻字&quot;留念&quot;，出名出到天上了~,0
3.5189E+15,四川藏区需要4一10岁小孩的衣服和鞋子，新旧不限。，洗干净就可以。地址：四川省甘孜藏族石渠县西区长沙贡马乡小学， 邮编：627350 校长：达洼15884044467 如果没有合适的衣服可以邮寄，帮忙转一下贴也好，也许您的一下简单复制，就能给孩子们一个幸福的明天。天气冷给孩子们添加些棉衣寄，师兄随喜。,1
3.90833E+15,【陕西一县委书记被疑佩戴多块名表 市纪委介入】今年8月，一篇《府谷县委书记马治东自己“穿戴”决定人民的幸福指数》的网帖称，陕西府谷县委书记马治东在多个场合佩戴不同的手表，质疑其佩戴名表。网帖未说明手表数量、品牌和价格。记者今日获悉，市纪委正在调查此事，尚未定性。O府谷县委书记被质疑佩戴多块名表 市纪委介入调查,0
3.92249E+15,【名校被曝研究生入学复试 两考生被私下改分后录取】近日，中国政法大学教授@方流芳 曝称，该校中欧法学院2014年研究生复试中，两考生经私下更改分数被录。这两人各自被拔高15分。学院称：当年有多的名额，招不满可惜了。O法大研究生入学复试被曝改分数,0
3.88298E+15,上午，我们做了两小时的阅兵在线点评，有眼尖的网友大呼：“哇，小编风格大变！”现在谜底揭晓：在微博主持这次阅兵直播点评的，是三联的专栏作家——刘怡。刘怡同学是资深军事专家，并且主笔了三联最近两期《大阅兵》和《世界：秩序重建》的专题报道。大家可以线下购买我们的这两期封面，做深度阅读。,0
3.82825E+15,妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，刚看了新闻：旺仔牛奶。、可口可乐、爽歪歪。娃哈哈AD钙奶、多美滋、雅培、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回&nbsp;&nbsp;&nbsp;&nbsp;望家长朋友们爱孩子 就别给他喝了！转！,1
3.47709E+15,#孙杨#女友曝光：90后嫩模女友莫西写真O网页链接,1
3.7626E+15,玉溪 昆明谁有兴趣领养狗，免费的。在铁东有个杀狗场被捣毁。有几百只狗，无人领养就要安乐死了。有要领养的赶快联系13888696042，春师。2014年10月25日截止，是免费领养的。如果你领养不了，就麻烦转发一下，救救可怜的狗狗！您的复制粘贴可以拯救无数狗狗生命，希望有好心人去领养 善待他们。,1
3.87606E+15,#天津滨海爆炸##天津滨海仓库爆炸##天津塘沽大爆炸#答非所问……,1
3.82244E+15,仇和名扬天下就是这张掀起全国暴力拆迁的著名照片： 一队浩浩荡荡人马在滚滚尘土中奔赴暴力拆迁现场，中间穿皮夹克敞着怀大步流星的宿迁市委(县级市)书记仇和，一边是提着警棍夹着判决书的，另一边是扛着摄像机的，后面是庞大的推土机和各种拆迁机器。准备在对拆迁户施行专政后再实行舆论讨伐..网络.,1
3.91051E+15,【唇齿留亲，益起来】云南白药牙膏携手黄晓明发起的#唇齿留亲·益起来#公益活动首批暖被已抵达云南。黄晓明任云南白药牙膏公益大使，17日现身苗族高寒山区三转弯小学与麦地冲小学为山区儿童送去过冬暖被。承载着社会各界人士爱心的暖被已送到孩子们的手中，温暖他们的求学之路！,0
3.90796E+15,【辽宁阜蒙县一城管队长被当街砍死】昨日下午13时许，辽宁省阜新蒙古族自治县一城管中队长当街被不明身份人员砍伤，不治身亡。附近商户称，“听说被砍了4刀，去看的时候脑袋还在喷血，我的腿当时就吓软了。”当地县政府回应此事称，目前犯罪嫌疑人尚在逃亡，公安机关正全力抓捕。O辽宁阜蒙县一城管队长被当街砍死 凶手仍在逃亡,0
